Cab_App_Type,Source,Destination,Price,Availability,Cab_Type,,,,
Uber,pallavaram,chennai park,184,6,Uber Go ,,,,
Uber,pallavaram,chennai park,251,8, Uber XL,,,,
Rapido,pallavaram,chennai park,355,5,Auto,,,,
Rapido,pallavaram,chennai park,238,2,Bike,,,,
Rapido,pallavaram,chennai park,492,1,cab,,,,
ola,perungalathur,kotturpuram,219,2,Auto,,,,
ola,perungalathur,kotturpuram,198,3,bike,,,,
ola,perungalathur,kotturpuram,315,1,Mini,,,,
ola,perungalathur,kotturpuram,364,5,Prime sedan,,,,
Uber,perungalathur,kotturpuram,181,2,Auto,,,,
Uber,perungalathur,kotturpuram,153,1,bike,,,,
Uber,perungalathur,kotturpuram,229,4,Uber Go ,,,,
Uber,perungalathur,kotturpuram,304,6, Uber XL,,,,
Rapido,perungalathur,kotturpuram,357,1,Auto,,,,
Rapido,perungalathur,kotturpuram,291,1,Bike,,,,
Rapido,perungalathur,kotturpuram,587,3,cab,,,,
ola,ambattur,egmore,269,1,Auto,,,,
ola,ambattur,egmore,238,2,bike,,,,
ola,ambattur,egmore,359,5,Mini,,,,
ola,ambattur,egmore,408,6,Prime sedan,,,,
Uber,ambattur,egmore,222,1,Auto,,,,
Uber,ambattur,egmore,184,2,bike,,,,
Uber,ambattur,egmore,284,1,Uber Go ,,,,
Uber,ambattur,egmore,351,3, Uber XL,,,,
Rapido,ambattur,egmore,241,2,Auto,,,,
Rapido,ambattur,egmore,174,1,Bike,,,,
Rapido,ambattur,egmore,364,2,cab,,,,
ola,velachery,triplicane,139,1,Auto,,,,
ola,velachery,triplicane,119,1,bike,,,,
ola,velachery,triplicane,238,3,Mini,,,,
ola,velachery,triplicane,294,5,Prime sedan,,,,
Uber,velachery,triplicane,103,2,Auto,,,,
Uber,velachery,triplicane,84,1,bike,,,,
Uber,velachery,triplicane,156,6,Uber Go ,,,,
Uber,velachery,triplicane,222,7, Uber XL,,,,
Rapido,velachery,triplicane,205,1,Auto,,,,
Rapido,velachery,triplicane,148,1,Bike,,,,
Rapido,velachery,triplicane,312,3,cab,,,,
ola,kotturpuram,teynampet,89,1,Auto,,,,
ola,kotturpuram,teynampet,68,2,bike,,,,
ola,kotturpuram,teynampet,159,1,Mini,,,,
ola,kotturpuram,teynampet,219,4,Prime sedan,,,,
Uber,kotturpuram,teynampet,81,1,Auto,,,,
Uber,kotturpuram,teynampet,64,2,bike,,,,
Uber,kotturpuram,teynampet,129,3,Uber Go ,,,,
Uber,kotturpuram,teynampet,207,2, Uber XL,,,,
Rapido,kotturpuram,teynampet,92,1,Auto,,,,
Rapido,kotturpuram,teynampet,34,2,Bike,,,,
Rapido,kotturpuram,teynampet,150,5,cab,,,,
ola,pallavaram railway station,avadi,122,2,Auto,,,,
ola,pallavaram railway station,avadi,100,1,bike,,,,
ola,pallavaram railway station,avadi,226,3,Mini,,,,
ola,pallavaram railway station,avadi,284,2,Prime sedan,,,,
Uber,pallavaram railway station,avadi,109,1,Auto,,,,
Uber,pallavaram railway station,avadi,84,2,bike,,,,
Uber,pallavaram railway station,avadi,250,5,Uber Go ,,,,
Uber,pallavaram railway station,avadi,606,8, Uber XL,,,,
Rapido,pallavaram railway station,avadi,430,1,Auto,,,,
Rapido,pallavaram railway station,avadi,214,2,Bike,,,,
Rapido,pallavaram railway station,avadi,608,3,cab,,,,
ola,mogappair east,velappanchavadi,111,1,Auto,,,,
ola,mogappair east,velappanchavadi,94,2,bike,,,,
ola,mogappair east,velappanchavadi,187,1,Mini,,,,
ola,mogappair east,velappanchavadi,259,6,Prime sedan,,,,
Uber,mogappair east,velappanchavadi,124,1,Auto,,,,
Uber,mogappair east,velappanchavadi,103,2,bike,,,,
Uber,mogappair east,velappanchavadi,261,6,Uber Go ,,,,
Uber,mogappair east,velappanchavadi,284,8, Uber XL,,,,
Rapido,mogappair east,velappanchavadi,138,5,Auto,,,,
Rapido,mogappair east,velappanchavadi,57,2,Bike,,,,
Rapido,mogappair east,velappanchavadi,170,1,cab,,,,
ola,thiruvotriyur high road,teynampet metro,157,2,Auto,,,,
ola,thiruvotriyur high road,teynampet metro,126,3,bike,,,,
ola,thiruvotriyur high road,teynampet metro,257,1,Mini,,,,
ola,thiruvotriyur high road,teynampet metro,321,5,Prime sedan,,,,
Uber,thiruvotriyur high road,teynampet metro,163,2,Auto,,,,
Uber,thiruvotriyur high road,teynampet metro,120,1,bike,,,,
Uber,thiruvotriyur high road,teynampet metro,304,4,Uber Go ,,,,
Uber,thiruvotriyur high road,teynampet metro,329,6, Uber XL,,,,
Rapido,thiruvotriyur high road,teynampet metro,266,1,Auto,,,,
Rapido,thiruvotriyur high road,teynampet metro,172,1,Bike,,,,
Rapido,thiruvotriyur high road,teynampet metro,420,3,cab,,,,
ola,guindy industrial estate ,porur junction,124,1,Auto,,,,
ola,guindy industrial estate ,porur junction,100,2,bike,,,,
ola,guindy industrial estate ,porur junction,235,5,Mini,,,,
ola,guindy industrial estate ,porur junction,294,6,Prime sedan,,,,
Uber,guindy industrial estate ,porur junction,126,1,Auto,,,,
Uber,guindy industrial estate ,porur junction,100,2,bike,,,,
Uber,guindy industrial estate ,porur junction,259,1,Uber Go ,,,,
Uber,guindy industrial estate ,porur junction,284,3, Uber XL,,,,
Rapido,guindy industrial estate ,porur junction,231,2,Auto,,,,
Rapido,guindy industrial estate ,porur junction,114,1,Bike,,,,
Rapido,guindy industrial estate ,porur junction,302,2,cab,,,,
ola,tharamani IT park,mount park,184,1,Auto,,,,
ola,tharamani IT park,mount park,158,1,bike,,,,
ola,tharamani IT park,mount park,312,3,Mini,,,,
ola,tharamani IT park,mount park,364,5,Prime sedan,,,,
Uber,tharamani IT park,mount park,184,2,Auto,,,,
Uber,tharamani IT park,mount park,150,1,bike,,,,
Uber,tharamani IT park,mount park,257,6,Uber Go ,,,,
Uber,tharamani IT park,mount park,389,7, Uber XL,,,,
Rapido,tharamani IT park,mount park,217,1,Auto,,,,
Rapido,tharamani IT park,mount park,99,1,Bike,,,,
Rapido,tharamani IT park,mount park,289,3,cab,,,,
ola,anna nagar west depot,koyambedu bus terminal,94,1,Auto,,,,
ola,anna nagar west depot,koyambedu bus terminal,68,2,bike,,,,
ola,anna nagar west depot,koyambedu bus terminal,158,1,Mini,,,,
ola,anna nagar west depot,koyambedu bus terminal,218,4,Prime sedan,,,,
Uber,anna nagar west depot,koyambedu bus terminal,82,1,Auto,,,,
Uber,anna nagar west depot,koyambedu bus terminal,64,2,bike,,,,
Uber,anna nagar west depot,koyambedu bus terminal,122,3,Uber Go ,,,,
Uber,anna nagar west depot,koyambedu bus terminal,231,2, Uber XL,,,,
Rapido,anna nagar west depot,koyambedu bus terminal,108,1,Auto,,,,
Rapido,anna nagar west depot,koyambedu bus terminal,33,2,Bike,,,,
Rapido,anna nagar west depot,koyambedu bus terminal,140,5,cab,,,,
ola,tambaram sanatorium,pallikaranai marshland,157,2,Auto,,,,
ola,tambaram sanatorium,pallikaranai marshland,123,1,bike,,,,
ola,tambaram sanatorium,pallikaranai marshland,257,3,Mini,,,,
ola,tambaram sanatorium,pallikaranai marshland,354,2,Prime sedan,,,,
Uber,tambaram sanatorium,pallikaranai marshland,152,1,Auto,,,,
Uber,tambaram sanatorium,pallikaranai marshland,123,2,bike,,,,
Uber,tambaram sanatorium,pallikaranai marshland,200,5,Uber Go ,,,,
Uber,tambaram sanatorium,pallikaranai marshland,318,8, Uber XL,,,,
Rapido,tambaram sanatorium,pallikaranai marshland,230,1,Auto,,,,
Rapido,tambaram sanatorium,pallikaranai marshland,143,2,Bike,,,,
Rapido,tambaram sanatorium,pallikaranai marshland,349,3,cab,,,,
ola,kilpauk medical college,chetpet railway station,106,1,Auto,,,,
ola,kilpauk medical college,chetpet railway station,87,2,bike,,,,
ola,kilpauk medical college,chetpet railway station,186,1,Mini,,,,
ola,kilpauk medical college,chetpet railway station,263,6,Prime sedan,,,,
Uber,kilpauk medical college,chetpet railway station,100,1,Auto,,,,
Uber,kilpauk medical college,chetpet railway station,84,2,bike,,,,
Uber,kilpauk medical college,chetpet railway station,163,6,Uber Go ,,,,
Uber,kilpauk medical college,chetpet railway station,220,8, Uber XL,,,,
Rapido,kilpauk medical college,chetpet railway station,88,5,Auto,,,,
Rapido,kilpauk medical college,chetpet railway station,30,2,Bike,,,,
Rapido,kilpauk medical college,chetpet railway station,125,1,cab,,,,
ola,perungudi industrial estate,tiruvanmiyur beach,120,2,Auto,,,,
ola,perungudi industrial estate,tiruvanmiyur beach,100,3,bike,,,,
ola,perungudi industrial estate,tiruvanmiyur beach,224,1,Mini,,,,
ola,perungudi industrial estate,tiruvanmiyur beach,281,5,Prime sedan,,,,
Uber,perungudi industrial estate,tiruvanmiyur beach,120,2,Auto,,,,
Uber,perungudi industrial estate,tiruvanmiyur beach,100,1,bike,,,,
Uber,perungudi industrial estate,tiruvanmiyur beach,185,4,Uber Go ,,,,
Uber,perungudi industrial estate,tiruvanmiyur beach,259,6, Uber XL,,,,
Rapido,perungudi industrial estate,tiruvanmiyur beach,116,1,Auto,,,,
Rapido,perungudi industrial estate,tiruvanmiyur beach,36,1,Bike,,,,
Rapido,perungudi industrial estate,tiruvanmiyur beach,125,3,cab,,,,
ola,guindy race course,anna nagar east ,128,1,Auto,,,,
ola,guindy race course,anna nagar east ,100,2,bike,,,,
ola,guindy race course,anna nagar east ,232,5,Mini,,,,
ola,guindy race course,anna nagar east ,287,6,Prime sedan,,,,
Uber,guindy race course,anna nagar east ,109,1,Auto,,,,
Uber,guindy race course,anna nagar east ,89,2,bike,,,,
Uber,guindy race course,anna nagar east ,154,1,Uber Go ,,,,
Uber,guindy race course,anna nagar east ,223,3, Uber XL,,,,
Rapido,guindy race course,anna nagar east ,245,2,Auto,,,,
Rapido,guindy race course,anna nagar east ,115,1,Bike,,,,
Rapido,guindy race course,anna nagar east ,289,2,cab,,,,
ola,saidapet bus depot,tambaram railway east,154,1,Auto,,,,
ola,saidapet bus depot,tambaram railway east,126,1,bike,,,,
ola,saidapet bus depot,tambaram railway east,257,3,Mini,,,,
ola,saidapet bus depot,tambaram railway east,309,5,Prime sedan,,,,
Uber,saidapet bus depot,tambaram railway east,134,2,Auto,,,,
Uber,saidapet bus depot,tambaram railway east,108,1,bike,,,,
Uber,saidapet bus depot,tambaram railway east,178,6,Uber Go ,,,,
Uber,saidapet bus depot,tambaram railway east,249,7, Uber XL,,,,
Rapido,saidapet bus depot,tambaram railway east,293,1,Auto,,,,
Rapido,saidapet bus depot,tambaram railway east,172,1,Bike,,,,
Rapido,saidapet bus depot,tambaram railway east,360,3,cab,,,,
ola,ekkatuthangal metro station,vadapalani murugan temple,86,1,Auto,,,,
ola,ekkatuthangal metro station,vadapalani murugan temple,65,2,bike,,,,
ola,ekkatuthangal metro station,vadapalani murugan temple,154,1,Mini,,,,
ola,ekkatuthangal metro station,vadapalani murugan temple,208,4,Prime sedan,,,,
Uber,ekkatuthangal metro station,vadapalani murugan temple,90,1,Auto,,,,
Uber,ekkatuthangal metro station,vadapalani murugan temple,61,2,bike,,,,
Uber,ekkatuthangal metro station,vadapalani murugan temple,204,3,Uber Go ,,,,
Uber,ekkatuthangal metro station,vadapalani murugan temple,249,2, Uber XL,,,,
Rapido,ekkatuthangal metro station,vadapalani murugan temple,100,1,Auto,,,,
Rapido,ekkatuthangal metro station,vadapalani murugan temple,38,2,Bike,,,,
Rapido,ekkatuthangal metro station,vadapalani murugan temple,125,5,cab,,,,
ola,chromepet bus stand,tambaram sanatorium,106,2,Auto,,,,
ola,chromepet bus stand,tambaram sanatorium,86,1,bike,,,,
ola,chromepet bus stand,tambaram sanatorium,186,3,Mini,,,,
ola,chromepet bus stand,tambaram sanatorium,257,2,Prime sedan,,,,
Uber,chromepet bus stand,tambaram sanatorium,107,1,Auto,,,,
Uber,chromepet bus stand,tambaram sanatorium,85,2,bike,,,,
Uber,chromepet bus stand,tambaram sanatorium,161,5,Uber Go ,,,,
Uber,chromepet bus stand,tambaram sanatorium,223,8, Uber XL,,,,
Rapido,chromepet bus stand,tambaram sanatorium,142,1,Auto,,,,
Rapido,chromepet bus stand,tambaram sanatorium,58,2,Bike,,,,
Rapido,chromepet bus stand,tambaram sanatorium,156,3,cab,,,,
ola,thousand lights mosque,T.nagar shopping complex,82,1,Auto,,,,
ola,thousand lights mosque,T.nagar shopping complex,68,2,bike,,,,
ola,thousand lights mosque,T.nagar shopping complex,153,1,Mini,,,,
ola,thousand lights mosque,T.nagar shopping complex,204,6,Prime sedan,,,,
Uber,thousand lights mosque,T.nagar shopping complex,80,1,Auto,,,,
Uber,thousand lights mosque,T.nagar shopping complex,51,2,bike,,,,
Uber,thousand lights mosque,T.nagar shopping complex,200,6,Uber Go ,,,,
Uber,thousand lights mosque,T.nagar shopping complex,245,8, Uber XL,,,,
Rapido,thousand lights mosque,T.nagar shopping complex,44,5,Auto,,,,
Rapido,thousand lights mosque,T.nagar shopping complex,112,2,Bike,,,,
Rapido,thousand lights mosque,T.nagar shopping complex,125,1,cab,,,,
ola,adyar estuary,thoraipakkam,129,2,Auto,,,,
ola,adyar estuary,thoraipakkam,105,3,bike,,,,
ola,adyar estuary,thoraipakkam,248,1,Mini,,,,
ola,adyar estuary,thoraipakkam,286,5,Prime sedan,,,,
Uber,adyar estuary,thoraipakkam,132,2,Auto,,,,
Uber,adyar estuary,thoraipakkam,100,1,bike,,,,
Uber,adyar estuary,thoraipakkam,178,4,Uber Go ,,,,
Uber,adyar estuary,thoraipakkam,254,6, Uber XL,,,,
Rapido,adyar estuary,thoraipakkam,163,1,Auto,,,,
Rapido,adyar estuary,thoraipakkam,70,1,Bike,,,,
Rapido,adyar estuary,thoraipakkam,188,3,cab,,,,
ola,nungambakkam high road,egmore railway station,104,1,Auto,,,,
ola,nungambakkam high road,egmore railway station,90,2,bike,,,,
ola,nungambakkam high road,egmore railway station,187,5,Mini,,,,
ola,nungambakkam high road,egmore railway station,259,6,Prime sedan,,,,
Uber,nungambakkam high road,egmore railway station,109,1,Auto,,,,
Uber,nungambakkam high road,egmore railway station,90,2,bike,,,,
Uber,nungambakkam high road,egmore railway station,120,1,Uber Go ,,,,
Uber,nungambakkam high road,egmore railway station,232,3, Uber XL,,,,
Rapido,nungambakkam high road,egmore railway station,169,2,Auto,,,,
Rapido,nungambakkam high road,egmore railway station,40,1,Bike,,,,
Rapido,nungambakkam high road,egmore railway station,125,2,cab,,,,
ola,kotturpuram bridge,mylapore kapaleeswarar temple,81,1,Auto,,,,
ola,kotturpuram bridge,mylapore kapaleeswarar temple,64,1,bike,,,,
ola,kotturpuram bridge,mylapore kapaleeswarar temple,162,3,Mini,,,,
ola,kotturpuram bridge,mylapore kapaleeswarar temple,208,5,Prime sedan,,,,
Uber,kotturpuram bridge,mylapore kapaleeswarar temple,90,2,Auto,,,,
Uber,kotturpuram bridge,mylapore kapaleeswarar temple,70,1,bike,,,,
Uber,kotturpuram bridge,mylapore kapaleeswarar temple,120,6,Uber Go ,,,,
Uber,kotturpuram bridge,mylapore kapaleeswarar temple,223,7, Uber XL,,,,
Rapido,kotturpuram bridge,mylapore kapaleeswarar temple,143,1,Auto,,,,
Rapido,kotturpuram bridge,mylapore kapaleeswarar temple,63,1,Bike,,,,
Rapido,kotturpuram bridge,mylapore kapaleeswarar temple,163,3,cab,,,,
ola,porur signal,ramapuram IT park,124,1,Auto,,,,
ola,porur signal,ramapuram IT park,103,2,bike,,,,
ola,porur signal,ramapuram IT park,234,1,Mini,,,,
ola,porur signal,ramapuram IT park,289,4,Prime sedan,,,,
Uber,porur signal,ramapuram IT park,120,1,Auto,,,,
Uber,porur signal,ramapuram IT park,101,2,bike,,,,
Uber,porur signal,ramapuram IT park,253,3,Uber Go ,,,,
Uber,porur signal,ramapuram IT park,302,2, Uber XL,,,,
Rapido,porur signal,ramapuram IT park,147,1,Auto,,,,
Rapido,porur signal,ramapuram IT park,58,2,Bike,,,,
Rapido,porur signal,ramapuram IT park,167,5,cab,,,,
ola,mogappair west,ambattur industrial estate,161,2,Auto,,,,
ola,mogappair west,ambattur industrial estate,124,1,bike,,,,
ola,mogappair west,ambattur industrial estate,257,3,Mini,,,,
ola,mogappair west,ambattur industrial estate,307,2,Prime sedan,,,,
Uber,mogappair west,ambattur industrial estate,154,1,Auto,,,,
Uber,mogappair west,ambattur industrial estate,129,2,bike,,,,
Uber,mogappair west,ambattur industrial estate,201,5,Uber Go ,,,,
Uber,mogappair west,ambattur industrial estate,321,8, Uber XL,,,,
Rapido,mogappair west,ambattur industrial estate,146,1,Auto,,,,
Rapido,mogappair west,ambattur industrial estate,68,2,Bike,,,,
Rapido,mogappair west,ambattur industrial estate,165,3,cab,,,,
ola,perungalathur bus terminal,vandalur zoo,121,1,Auto,,,,
ola,perungalathur bus terminal,vandalur zoo,94,2,bike,,,,
ola,perungalathur bus terminal,vandalur zoo,194,1,Mini,,,,
ola,perungalathur bus terminal,vandalur zoo,254,6,Prime sedan,,,,
Uber,perungalathur bus terminal,vandalur zoo,84,1,Auto,,,,
Uber,perungalathur bus terminal,vandalur zoo,68,2,bike,,,,
Uber,perungalathur bus terminal,vandalur zoo,129,6,Uber Go ,,,,
Uber,perungalathur bus terminal,vandalur zoo,209,8, Uber XL,,,,
Rapido,perungalathur bus terminal,vandalur zoo,75,5,Auto,,,,
Rapido,perungalathur bus terminal,vandalur zoo,23,2,Bike,,,,
Rapido,perungalathur bus terminal,vandalur zoo,125,1,cab,,,,
ola,pallikaranai marshland,velachery railway station,106,2,Auto,,,,
ola,pallikaranai marshland,velachery railway station,84,3,bike,,,,
ola,pallikaranai marshland,velachery railway station,186,1,Mini,,,,
ola,pallikaranai marshland,velachery railway station,254,5,Prime sedan,,,,
Uber,pallikaranai marshland,velachery railway station,64,2,Auto,,,,
Uber,pallikaranai marshland,velachery railway station,52,1,bike,,,,
Uber,pallikaranai marshland,velachery railway station,109,4,Uber Go ,,,,
Uber,pallikaranai marshland,velachery railway station,184,6, Uber XL,,,,
Rapido,pallikaranai marshland,velachery railway station,16,1,Auto,,,,
Rapido,pallikaranai marshland,velachery railway station,58,1,Bike,,,,
Rapido,pallikaranai marshland,velachery railway station,130,3,cab,,,,
ola,mount road,triplicane mosque,106,1,Auto,,,,
ola,mount road,triplicane mosque,96,2,bike,,,,
ola,mount road,triplicane mosque,189,5,Mini,,,,
ola,mount road,triplicane mosque,254,6,Prime sedan,,,,
Uber,mount road,triplicane mosque,84,1,Auto,,,,
Uber,mount road,triplicane mosque,61,2,bike,,,,
Uber,mount road,triplicane mosque,129,1,Uber Go ,,,,
Uber,mount road,triplicane mosque,208,3, Uber XL,,,,
Rapido,mount road,triplicane mosque,82,2,Auto,,,,
Rapido,mount road,triplicane mosque,23,1,Bike,,,,
Rapido,mount road,triplicane mosque,125,2,cab,,,,
ola,anna nagar tower,poonamallee bus stand,135,1,Auto,,,,
ola,anna nagar tower,poonamallee bus stand,103,1,bike,,,,
ola,anna nagar tower,poonamallee bus stand,226,3,Mini,,,,
ola,anna nagar tower,poonamallee bus stand,287,5,Prime sedan,,,,
Uber,anna nagar tower,poonamallee bus stand,104,2,Auto,,,,
Uber,anna nagar tower,poonamallee bus stand,84,1,bike,,,,
Uber,anna nagar tower,poonamallee bus stand,159,6,Uber Go ,,,,
Uber,anna nagar tower,poonamallee bus stand,224,7, Uber XL,,,,
Rapido,anna nagar tower,poonamallee bus stand,275,1,Auto,,,,
Rapido,anna nagar tower,poonamallee bus stand,169,1,Bike,,,,
Rapido,anna nagar tower,poonamallee bus stand,337,3,cab,,,,
ola,thiruvanmiyur beach,ECR marina,164,1,Auto,,,,
ola,thiruvanmiyur beach,ECR marina,138,2,bike,,,,
ola,thiruvanmiyur beach,ECR marina,264,1,Mini,,,,
ola,thiruvanmiyur beach,ECR marina,309,4,Prime sedan,,,,
Uber,thiruvanmiyur beach,ECR marina,129,1,Auto,,,,
Uber,thiruvanmiyur beach,ECR marina,100,2,bike,,,,
Uber,thiruvanmiyur beach,ECR marina,184,3,Uber Go ,,,,
Uber,thiruvanmiyur beach,ECR marina,259,2, Uber XL,,,,
Rapido,thiruvanmiyur beach,ECR marina,133,1,Auto,,,,
Rapido,thiruvanmiyur beach,ECR marina,40,2,Bike,,,,
Rapido,thiruvanmiyur beach,ECR marina,125,5,cab,,,,
ola,puzhal lake,red hills reservoir,131,2,Auto,,,,
ola,puzhal lake,red hills reservoir,104,1,bike,,,,
ola,puzhal lake,red hills reservoir,238,3,Mini,,,,
ola,puzhal lake,red hills reservoir,296,2,Prime sedan,,,,
Uber,puzhal lake,red hills reservoir,103,1,Auto,,,,
Uber,puzhal lake,red hills reservoir,85,2,bike,,,,
Uber,puzhal lake,red hills reservoir,156,5,Uber Go ,,,,
Uber,puzhal lake,red hills reservoir,232,8, Uber XL,,,,
Rapido,puzhal lake,red hills reservoir,178,1,Auto,,,,
Rapido,puzhal lake,red hills reservoir,93,2,Bike,,,,
Rapido,puzhal lake,red hills reservoir,233,3,cab,,,,
ola,perumbakkam IT park,sholinganallur IT corridor,106,1,Auto,,,,
ola,perumbakkam IT park,sholinganallur IT corridor,84,2,bike,,,,
ola,perumbakkam IT park,sholinganallur IT corridor,195,1,Mini,,,,
ola,perumbakkam IT park,sholinganallur IT corridor,265,6,Prime sedan,,,,
Uber,perumbakkam IT park,sholinganallur IT corridor,83,1,Auto,,,,
Uber,perumbakkam IT park,sholinganallur IT corridor,69,2,bike,,,,
Uber,perumbakkam IT park,sholinganallur IT corridor,129,6,Uber Go ,,,,
Uber,perumbakkam IT park,sholinganallur IT corridor,212,8, Uber XL,,,,
Rapido,perumbakkam IT park,sholinganallur IT corridor,148,5,Auto,,,,
Rapido,perumbakkam IT park,sholinganallur IT corridor,87,2,Bike,,,,
Rapido,perumbakkam IT park,sholinganallur IT corridor,180,1,cab,,,,
ola,alandur metro ,guindy national park,94,2,Auto,,,,
ola,alandur metro ,guindy national park,75,3,bike,,,,
ola,alandur metro ,guindy national park,164,1,Mini,,,,
ola,alandur metro ,guindy national park,209,5,Prime sedan,,,,
Uber,alandur metro ,guindy national park,61,2,Auto,,,,
Uber,alandur metro ,guindy national park,56,1,bike,,,,
Uber,alandur metro ,guindy national park,103,4,Uber Go ,,,,
Uber,alandur metro ,guindy national park,185,6, Uber XL,,,,
Rapido,alandur metro ,guindy national park,103,1,Auto,,,,
Rapido,alandur metro ,guindy national park,33,1,Bike,,,,
Rapido,alandur metro ,guindy national park,125,3,cab,,,,
ola,vadapalani metro station,arcot road virugambakkam,109,1,Auto,,,,
ola,vadapalani metro station,arcot road virugambakkam,86,2,bike,,,,
ola,vadapalani metro station,arcot road virugambakkam,187,5,Mini,,,,
ola,vadapalani metro station,arcot road virugambakkam,264,6,Prime sedan,,,,
Uber,vadapalani metro station,arcot road virugambakkam,84,1,Auto,,,,
Uber,vadapalani metro station,arcot road virugambakkam,62,2,bike,,,,
Uber,vadapalani metro station,arcot road virugambakkam,201,1,Uber Go ,,,,
Uber,vadapalani metro station,arcot road virugambakkam,249,3, Uber XL,,,,
Rapido,vadapalani metro station,arcot road virugambakkam,122,2,Auto,,,,
Rapido,vadapalani metro station,arcot road virugambakkam,53,1,Bike,,,,
Rapido,vadapalani metro station,arcot road virugambakkam,132,2,cab,,,,
ola,velappanchavadi,avadi railway station,123,1,Auto,,,,
ola,velappanchavadi,avadi railway station,100,1,bike,,,,
ola,velappanchavadi,avadi railway station,225,3,Mini,,,,
ola,velappanchavadi,avadi railway station,284,5,Prime sedan,,,,
Uber,velappanchavadi,avadi railway station,103,2,Auto,,,,
Uber,velappanchavadi,avadi railway station,84,1,bike,,,,
Uber,velappanchavadi,avadi railway station,154,6,Uber Go ,,,,
Uber,velappanchavadi,avadi railway station,228,7, Uber XL,,,,
Rapido,velappanchavadi,avadi railway station,159,1,Auto,,,,
Rapido,velappanchavadi,avadi railway station,80,1,Bike,,,,
Rapido,velappanchavadi,avadi railway station,200,3,cab,,,,
ola,teynampet metro,anna salai,86,1,Auto,,,,
ola,teynampet metro,anna salai,64,2,bike,,,,
ola,teynampet metro,anna salai,153,1,Mini,,,,
ola,teynampet metro,anna salai,208,4,Prime sedan,,,,
Uber,teynampet metro,anna salai,81,1,Auto,,,,
Uber,teynampet metro,anna salai,64,2,bike,,,,
Uber,teynampet metro,anna salai,209,3,Uber Go ,,,,
Uber,teynampet metro,anna salai,254,2, Uber XL,,,,
Rapido,teynampet metro,anna salai,110,1,Auto,,,,
Rapido,teynampet metro,anna salai,42,2,Bike,,,,
Rapido,teynampet metro,anna salai,125,5,cab,,,,
ola,porur junction,kundrathur,159,2,Auto,,,,
ola,porur junction,kundrathur,124,1,bike,,,,
ola,porur junction,kundrathur,257,3,Mini,,,,
ola,porur junction,kundrathur,307,2,Prime sedan,,,,
Uber,porur junction,kundrathur,124,1,Auto,,,,
Uber,porur junction,kundrathur,106,2,bike,,,,
Uber,porur junction,kundrathur,186,5,Uber Go ,,,,
Uber,porur junction,kundrathur,257,8, Uber XL,,,,
Rapido,porur junction,kundrathur,157,1,Auto,,,,
Rapido,porur junction,kundrathur,80,2,Bike,,,,
Rapido,porur junction,kundrathur,196,3,cab,,,,
ola,thirumangalam,mogappair east,106,1,Auto,,,,
ola,thirumangalam,mogappair east,80,2,bike,,,,
ola,thirumangalam,mogappair east,180,1,Mini,,,,
ola,thirumangalam,mogappair east,254,6,Prime sedan,,,,
Uber,thirumangalam,mogappair east,104,1,Auto,,,,
Uber,thirumangalam,mogappair east,90,2,bike,,,,
Uber,thirumangalam,mogappair east,154,6,Uber Go ,,,,
Uber,thirumangalam,mogappair east,229,8, Uber XL,,,,
Rapido,thirumangalam,mogappair east,94,5,Auto,,,,
Rapido,thirumangalam,mogappair east,36,2,Bike,,,,
Rapido,thirumangalam,mogappair east,125,1,cab,,,,
ola,thiruvanmiyur beach,besant nagar beach,81,2,Auto,,,,
ola,thiruvanmiyur beach,besant nagar beach,62,3,bike,,,,
ola,thiruvanmiyur beach,besant nagar beach,153,1,Mini,,,,
ola,thiruvanmiyur beach,besant nagar beach,204,5,Prime sedan,,,,
Uber,thiruvanmiyur beach,besant nagar beach,84,2,Auto,,,,
Uber,thiruvanmiyur beach,besant nagar beach,65,1,bike,,,,
Uber,thiruvanmiyur beach,besant nagar beach,207,4,Uber Go ,,,,
Uber,thiruvanmiyur beach,besant nagar beach,245,6, Uber XL,,,,
Rapido,thiruvanmiyur beach,besant nagar beach,100,1,Auto,,,,
Rapido,thiruvanmiyur beach,besant nagar beach,30,1,Bike,,,,
Rapido,thiruvanmiyur beach,besant nagar beach,125,3,cab,,,,
ola,tharamani IT park,siruseri IT park,184,1,Auto,,,,
ola,tharamani IT park,siruseri IT park,66,2,bike,,,,
ola,tharamani IT park,siruseri IT park,157,5,Mini,,,,
ola,tharamani IT park,siruseri IT park,209,6,Prime sedan,,,,
Uber,tharamani IT park,siruseri IT park,184,1,Auto,,,,
Uber,tharamani IT park,siruseri IT park,154,2,bike,,,,
Uber,tharamani IT park,siruseri IT park,258,1,Uber Go ,,,,
Uber,tharamani IT park,siruseri IT park,364,3, Uber XL,,,,
Rapido,tharamani IT park,siruseri IT park,316,2,Auto,,,,
Rapido,tharamani IT park,siruseri IT park,237,1,Bike,,,,
Rapido,tharamani IT park,siruseri IT park,462,2,cab,,,,
ola,koyambedu bus terminal,anna nagar east ,89,1,Auto,,,,
ola,koyambedu bus terminal,anna nagar east ,68,1,bike,,,,
ola,koyambedu bus terminal,anna nagar east ,154,3,Mini,,,,
ola,koyambedu bus terminal,anna nagar east ,207,5,Prime sedan,,,,
Uber,koyambedu bus terminal,anna nagar east ,84,2,Auto,,,,
Uber,koyambedu bus terminal,anna nagar east ,63,1,bike,,,,
